  2.0000000e+000  6.0000000e+000 -2.8156192e-001
  2.0000000e+000  7.0000000e+000 -1.9238826e-001
  2.0000000e+000  8.0000000e+000 -1.8145998e-001
  2.0000000e+000  9.0000000e+000 -1.5758223e-001
  2.0000000e+000  1.0000000e+001 -1.2800290e-001
  2.0000000e+000  1.1000000e+001 -1.1123610e-001
  2.5000000e+000  1.2000000e+001 -9.0146193e-002
  3.3333333e+000  1.2666667e+001 -8.6956425e-002
  4.3333333e+000  1.3666667e+001 -8.9997091e-002
  5.3333333e+000  1.4666667e+001 -7.3288668e-002
  6.3333333e+000  1.5666667e+001 -4.7895405e-002
  7.0000000e+000  1.6500000e+001 -4.8341557e-002
  8.5000000e+000  1.7000000e+001 -4.7948498e-002
  9.3333333e+000  1.7666667e+001 -4.1289707e-002
  1.0333333e+001  1.8666667e+001 -4.1762910e-002
  1.1000000e+001  1.9500000e+001 -2.6626150e-002
  1.2000000e+001  1.9500000e+001 -2.1882192e-002
  1.3000000e+001  1.9000000e+001 -1.6616461e-002
  1.4000000e+001  1.9500000e+001 -9.8358929e-003
  1.5500000e+001  2.0000000e+001 -1.5724490e-004
  1.6000000e+001  2.0500000e+001  1.2207745e-002
  1.7500000e+001  2.1000000e+001  1.6171179e-002
  1.8000000e+001  2.1500000e+001  1.8062261e-002
  1.9500000e+001  2.2000000e+001  1.6606080e-002
  2.0000000e+001  2.2500000e+001  8.6782930e-003
  2.1500000e+001  2.3000000e+001  4.0972209e-003
  2.2000000e+001  2.3500000e+001 -5.2924259e-003
  2.3000000e+001  2.4000000e+001 -2.1937477e-002
  2.4500000e+001  2.4000000e+001 -1.8217734e-002
  2.5000000e+001  2.4500000e+001 -2.6241950e-002
  2.6500000e+001  2.5000000e+001 -2.8319126e-002
  2.7000000e+001  2.5500000e+001 -2.0068714e-002
  2.8000000e+001  2.6000000e+001 -2.6777322e-002
  2.9000000e+001  2.6000000e+001 -3.0848606e-002
  3.0500000e+001  2.6000000e+001 -1.8429463e-002
