  2.0000000e+000  5.0000000e+000 -1.5879577e-001
  2.0000000e+000  6.0000000e+000 -1.8419404e-001
  2.0000000e+000  7.0000000e+000 -1.9863487e-001
  2.0000000e+000  8.0000000e+000 -1.9674038e-001
  2.0000000e+000  9.0000000e+000 -2.0135219e-001
  2.5000000e+000  1.0000000e+001 -1.2355102e-001
  3.0000000e+000  1.0500000e+001 -1.4067728e-001
  3.0000000e+000  1.2000000e+001 -1.8384825e-001
  3.5000000e+000  1.3000000e+001 -7.1763456e-002
  4.0000000e+000  1.3500000e+001 -8.4336182e-002
  4.5000000e+000  1.5000000e+001 -6.9405540e-002
  5.0000000e+000  1.5500000e+001 -3.7513705e-002
  6.0000000e+000  1.6000000e+001 -6.1228042e-002
  7.5000000e+000  1.6000000e+001 -4.3513709e-002
  8.3333333e+000  1.6666667e+001 -2.5377974e-002
  9.3333333e+000  1.7666667e+001 -1.4440380e-002
  1.0000000e+001  1.8500000e+001 -2.8975382e-003
  1.1500000e+001  1.9000000e+001  4.1005758e-003
  1.2333333e+001  1.9666667e+001  7.7555299e-003
  1.3000000e+001  2.0500000e+001  1.6063644e-002
  1.4500000e+001  2.1000000e+001  1.0931986e-002
  1.5000000e+001  2.1500000e+001  8.8504483e-003
  1.6500000e+001  2.2000000e+001  1.0248011e-002
  1.7333333e+001  2.2666667e+001  2.8393881e-003
  1.8333333e+001  2.3666667e+001 -2.9560320e-003
  1.9000000e+001  2.4500000e+001 -1.2938451e-002
  2.0500000e+001  2.5000000e+001 -2.0116787e-002
  2.1333333e+001  2.5666667e+001 -2.6647768e-002
  2.2333333e+001  2.6666667e+001 -3.3653620e-002
  2.3000000e+001  2.7500000e+001 -3.1763574e-002
  2.4000000e+001  2.8000000e+001 -3.3465501e-002
  2.5000000e+001  2.8000000e+001 -3.1939371e-002
  2.6000000e+001  2.8000000e+001 -4.9967669e-002
  2.7500000e+001  2.8000000e+001 -3.8181423e-002
  2.8000000e+001  2.8500000e+001 -2.8023176e-002
  2.9000000e+001  2.9000000e+001 -6.2871160e-002
  3.0500000e+001  2.9000000e+001 -4.4391508e-002
  3.1000000e+001  2.9500000e+001 -3.8378904e-002
  3.2000000e+001  3.0000000e+001 -6.0244135e-002
  3.3000000e+001  3.0000000e+001 -5.8307178e-002
  3.4000000e+001  3.0000000e+001 -5.9806587e-002
  3.5000000e+001  3.0000000e+001 -5.7315312e-002
  3.6000000e+001  3.0000000e+001 -5.0672666e-002
  3.7000000e+001  3.0000000e+001 -4.5430305e-002
  3.8000000e+001  2.9500000e+001 -2.3354044e-002
  3.8500000e+001  2.9000000e+001 -1.2981850e-002
  4.0000000e+001  2.9000000e+001 -6.6923108e-003
  4.1000000e+001  2.9000000e+001  5.7998842e-003
  4.2000000e+001  2.8500000e+001  9.3442606e-003
  4.2500000e+001  2.8000000e+001  2.0581522e-002
  4.4000000e+001  2.8000000e+001  3.1726341e-002
  4.5000000e+001  2.8000000e+001  2.0668741e-002
  4.6000000e+001  2.8000000e+001  1.8279340e-002
  4.7000000e+001  2.8000000e+001  1.4665119e-002
  4.8000000e+001  2.8000000e+001  1.0504205e-002
  4.9000000e+001  2.8000000e+001  6.3197732e-003
  5.0000000e+001  2.8000000e+001  2.6448235e-003
  5.1000000e+001  2.7500000e+001 -7.9025648e-004
  5.1500000e+001  2.7000000e+001 -6.9091386e-003
  5.3000000e+001  2.7000000e+001 -1.4876581e-002
  5.4000000e+001  2.7000000e+001 -1.6162788e-002
  5.5000000e+001  2.7000000e+001 -2.3395580e-002
  5.6000000e+001  2.7000000e+001 -3.0957108e-002
  5.7000000e+001  2.7000000e+001 -4.1966788e-002
  5.8000000e+001  2.6500000e+001 -3.2436092e-002
  5.8500000e+001  2.6000000e+001 -4.7588268e-002
  6.0000000e+001  2.6000000e+001 -6.5529768e-002
  6.1000000e+001  2.5500000e+001 -2.7064722e-002
  6.1500000e+001  2.5000000e+001 -3.3196534e-002
  6.3000000e+001  2.5000000e+001 -4.4607771e-002
  6.4000000e+001  2.4500000e+001 -3.0027298e-002
  6.4666667e+001  2.3666667e+001 -4.0056955e-002
  6.5666667e+001  2.2666667e+001 -5.8506665e-002
  6.6666667e+001  2.1666667e+001 -5.3025549e-002
  6.7500000e+001  2.1000000e+001 -8.0196418e-002
  6.9000000e+001  2.0500000e+001 -1.0600360e-001
  6.9666667e+001  1.9666667e+001 -9.7716241e-002
  7.0500000e+001  1.9000000e+001 -1.3576110e-001
  7.1000000e+001  1.8000000e+001 -1.6029291e-001
  7.1000000e+001  1.7000000e+001 -1.6719794e-001
  7.1000000e+001  1.6000000e+001 -2.0289263e-001
  7.0500000e+001  1.5000000e+001 -1.4766216e-001
  7.0000000e+001  1.4500000e+001 -2.0912744e-001
  6.9500000e+001  1.3000000e+001 -3.4305575e-001
  6.8666667e+001  1.2333333e+001 -2.4282012e-001
  6.8000000e+001  1.1500000e+001 -2.6603638e-001
  6.7000000e+001  1.1000000e+001 -2.4853760e-001
  6.6000000e+001  1.1000000e+001 -2.2828754e-001
  6.5000000e+001  1.1500000e+001 -1.3305812e-001
  6.4500000e+001  1.2000000e+001 -1.4289508e-001
  6.3000000e+001  1.2500000e+001 -1.4437282e-001
  6.2333333e+001  1.3333333e+001 -7.7756292e-002
  6.1333333e+001  1.4333333e+001 -4.5401108e-002
  6.0500000e+001  1.5000000e+001 -2.0346037e-002
  6.0000000e+001  1.6500000e+001 -4.0046658e-003
  5.9333333e+001  1.7333333e+001  1.3992920e-002
  5.8333333e+001  1.8333333e+001  3.5000962e-002
  5.7333333e+001  1.9333333e+001  3.8577035e-002
  5.6500000e+001  2.0000000e+001  5.9583106e-002
  5.5000000e+001  2.0500000e+001  7.5719344e-002
  5.4333333e+001  2.1333333e+001  6.0004568e-002
  5.3500000e+001  2.2000000e+001  9.4571646e-002
