  5.2000000e+001  2.2000000e+001  9.9890909e-002
  5.1000000e+001  2.2000000e+001  7.2993350e-002
  5.0000000e+001  2.2500000e+001  4.8000218e-002
  4.9500000e+001  2.3000000e+001  4.7252882e-002
  4.8000000e+001  2.3000000e+001  5.8691518e-002
  4.7000000e+001  2.3000000e+001  2.8989955e-002
  4.6000000e+001  2.3000000e+001  1.9907781e-002
  4.5000000e+001  2.3000000e+001  1.3093426e-002
  4.4000000e+001  2.3000000e+001  9.0638050e-003
  4.3000000e+001  2.3000000e+001  7.8267378e-003
  4.2000000e+001  2.3000000e+001  8.9666106e-003
  4.1000000e+001  2.3000000e+001  1.1807076e-002
  4.0000000e+001  2.3000000e+001  1.5581105e-002
  3.9000000e+001  2.3000000e+001  1.9556210e-002
  3.8000000e+001  2.3000000e+001  2.3102736e-002
  3.7000000e+001  2.3000000e+001  3.8582799e-002
  3.5500000e+001  2.3000000e+001  2.7976455e-002
  3.5000000e+001  2.2500000e+001  2.0192329e-002
  3.4000000e+001  2.2000000e+001  2.6924235e-002
  3.3000000e+001  2.2000000e+001  3.2210617e-002
  3.1500000e+001  2.2000000e+001  2.0411262e-002
  3.1000000e+001  2.1500000e+001  1.2226462e-002
  3.0000000e+001  2.1000000e+001  2.2775716e-002
  2.8500000e+001  2.1000000e+001  1.4041748e-002
  2.8000000e+001  2.0500000e+001  1.3806200e-002
  2.7000000e+001  2.0000000e+001  3.3030119e-002
  2.5500000e+001  2.0000000e+001  3.3434749e-002
  2.4666667e+001  1.9333333e+001  2.9527506e-002
  2.4000000e+001  1.8500000e+001  5.2823953e-002
  2.2500000e+001  1.8000000e+001  3.7691068e-002
  2.2000000e+001  1.7500000e+001  5.1587108e-002
  2.0500000e+001  1.7000000e+001  8.8809553e-002
  1.9666667e+001  1.6333333e+001  9.4653591e-002
  1.8666667e+001  1.5333333e+001  1.4617073e-001
  1.7666667e+001  1.4333333e+001  1.6512341e-001
  1.6666667e+001  1.3333333e+001  1.3252569e-001
  1.6000000e+001  1.2500000e+001  1.3603562e-001
  1.6000000e+001  1.1000000e+001  1.8264860e-001
  1.6000000e+001  9.5000000e+000  1.1174610e-001
  1.6666667e+001  8.6666667e+000  4.6988141e-002
  1.7500000e+001  8.0000000e+000  8.8652480e-003
  1.9000000e+001  7.5000000e+000 -3.0745535e-002
  1.9500000e+001  7.0000000e+000 -8.0505398e-002
  1.9500000e+001  6.0000000e+000 -2.1490233e-001
  1.8666667e+001  5.3333333e+000 -3.2279943e-001
  1.8000000e+001  4.5000000e+000 -5.1548022e-001
  1.6500000e+001  4.0000000e+000 -4.0418957e-001
  1.5666667e+001  3.3333333e+000 -1.9317464e-001
  1.5000000e+001  2.5000000e+000 -1.4837983e-001
  1.4000000e+001  2.0000000e+000 -1.0864869e-001
  1.3000000e+001  2.0000000e+000 -8.2545963e-002
  1.2000000e+001  2.0000000e+000 -7.4608510e-002
  1.1000000e+001  2.0000000e+000 -6.9892346e-002
  1.0000000e+001  2.0000000e+000 -6.6695099e-002
  9.0000000e+000  2.0000000e+000 -7.2091091e-002
  8.0000000e+000  2.5000000e+000 -7.6368377e-002
  7.3333333e+000  3.3333333e+000 -7.4451197e-002
  6.5000000e+000  4.0000000e+000 -1.1963702e-001
  5.0000000e+000  4.5000000e+000 -9.2902594e-002
  4.5000000e+000  5.0000000e+000 -1.0812839e-001
  3.0000000e+000  5.0000000e+000 -1.9376662e-001
